id,distance,g1_id,g1_mag,g1_rad,g1_z,g1_type,g2_id,g2_mag,g2_rad,g2_z,g2_type,g1_flux,g2_flux,g1_flux_b2f,g2_flux_b2f,g1_flux_sex,g2_flux_sex,g1_flux_b2m2f,g2_flux_b2m2f,detection,g1_sex_mag,g2_sex_mag
15,28.79236,117869,21.765345,8.809897,0.42,irr,83236,21.760174,8.736517,1.2,sphd,47.62796216967797,47.85533932472088,45.5912,48.435417,34.24021530151367,27.61608123779297,43.55347,46.486576,2,21.83365878288694,22.067094871014355
18,12.165525,117955,21.782764,3.697512,0.71,sphd,105111,22.05232,7.3017059999999985,1.47,disk,46.86994026293959,36.56554071820377,45.924377,34.985096,41.79709243774414,21.5924015045166,46.995712,33.912895,2,21.61713482081139,22.33424763198764
19,14.764823000000002,131044,21.99261700000001,9.356933,0.81,disk,75712,21.675051,7.89142,1.35,irr,38.63253440123218,51.758251911257716,36.82043,58.47011,18.52276611328125,54.23823547363281,33.01178,64.42599,2,22.50073539267318,21.33423611941082
20,23.194827,173929,22.567318,14.228945,0.78,irr,31858,22.069029,10.770885,0.2,irr,22.754788332133266,36.00712115476324,17.390055,34.15083,5.982213973999023,13.114007949829102,23.28139,32.765353999999995,2,23.727845142560863,22.875661393490546
21,36.055513,60825,22.127724,9.118964,0.89,irr,15240,20.769634,9.197807,0.74,disk,34.112252681897246,119.16436415621463,37.222770000000004,114.48662,16.09267807006836,96.32469940185547,30.204126,120.62913,2,22.653429191450535,20.710655844012663
22,5.0,6317,22.649347,1.332325,0.88,sph,31224,21.391022,9.571807000000002,0.93,disk,21.098967346293325,67.23434835691666,26.888958000000002,63.756584,,70.361572265625,25.631897,60.860115,1,,21.051661161429852
23,12.165525,117955,21.782764,3.697512,0.71,sphd,186612,19.917387,6.621514,0.4,sphd,46.86994026293959,261.2433234062698,55.363747,245.97092,43.49602508544922,209.63136291503906,64.33539,231.10052,2,21.573876073839376,19.86635935524668
24,13.601470999999998,66333,22.68948,17.287982999999997,1.38,irr,151063,21.48535,4.175627,0.58,sphd,20.333306164568683,61.63962671510961,16.84045,61.43731700000001,3.9055967330932617,57.346473693847656,15.403686,62.40126400000001,2,24.190781503000444,21.27373320562684
26,19.924859,116770,22.17312,9.230534,0.43,irr,149027,21.687496,5.61229,0.9144,disk,32.71538232481265,51.16837206493278,30.513662,50.28349,17.619190216064453,42.54620361328125,32.40658,48.951534,2,22.555035139466057,21.597847964586542
27,9.219544,122853,21.825972,3.924408,0.87,sphd,144399,22.535004,5.396987,1.3685,irr,45.04132937055913,23.442201788777126,47.096603,19.284712,41.60457992553711,10.809148788452148,45.18234,19.6715,2,21.622147146575845,23.085521262580563
28,31.064449,144323,19.612341,10.635217,0.6802,sphd,161319,20.17873,14.098783,1.06,sphd,345.9900424245492,205.3562854134468,343.8021,210.0658,275.7558898925781,151.05923461914062,346.90033,204.3544,2,19.568688006643477,20.222131800247762
29,12.649111,44693,20.665892000000003,9.883913,0.84,irr,112019,21.878065,3.402838,1.21,sphd,131.11222876948872,42.93129609308431,127.91751000000001,51.396633,87.40030670166016,58.923580169677734,114.71127,60.491703,2,20.81621760838525,21.24427718373601
34,6.403124,111858,22.05772,10.32262,1.4,disk,139917,21.912973,1.737738,1.43,sph,36.38413044078137,41.5729458873184,36.18765,42.160763,61.92110824584961,,33.42863,44.08611,0,21.190403198450593,
35,10.049876,101238,22.056103,4.391607,1.48,irr,55736,22.723368,8.609453,1.018,irr,36.43835813520011,19.708464980296096,38.59516,18.334626999999998,36.814613342285156,7.525748252868652,39.413727,17.171464999999998,2,21.754949391213735,23.478625783874637
38,14.764823000000002,174680,21.188835,6.282536,1.35,irr,178781,22.542898,11.446539,0.85,disk,80.99645287816577,23.272380020507537,83.12988,24.509102,88.26449584960938,,75.9091,27.561895,0,20.805534887640462,
41,16.643317,15185,20.179441,4.326116000000002,0.68,sphd,146526,19.782639,12.184079,0.4759,sphd,205.22185080440445,295.76337949987214,215.74695,297.36206,201.87925720214844,202.11968994140625,221.02223,280.01062,2,19.90727075471414,19.905978441640126
43,25.317978,175281,21.411852,8.43285,0.04,disk,116770,22.17312,9.230534,0.43,irr,65.95674274614494,32.71538232481265,66.83270999999999,33.308765,44.058048248291016,18.502132415771484,70.618454,28.017818,2,21.559936864523042,22.501945538042037
45,29.12044,16419,22.185596,11.82776,0.72,irr,77863,21.067362,8.384077,0.7299,disk,32.34160733748532,90.58477292710657,33.532253000000004,84.12665600000003,12.259920120239258,72.37277221679688,34.49864,89.38015,2,22.948780898657454,21.02106197884669
46,14.317821,105111,22.05232,7.3017059999999985,1.47,disk,36596,21.983553,3.9576910000000014,0.34,sphd,36.56554071820377,38.956398522440665,36.04541,38.402668,21.728252410888672,33.75208282470703,35.253654,37.173084,2,22.32743800573902,21.849248554758947
47,17.804494000000005,1098,22.642555,4.69741,0.63,sphd,183129,22.059162,8.202371000000001,1.36,irr,21.231369078013948,36.33583962163196,19.147160999999997,39.356808,12.936104774475098,24.870628356933594,21.642061,35.82925,2,22.890491188924496,22.180783105331233
48,12.806248,16369,21.365919,4.000193,1.21,sph,83236,21.760174,8.736517,1.2,sphd,68.80696468090223,47.85533932472088,67.4944,45.715540000000004,46.25727844238281,32.777809143066406,66.775116,41.366543,2,21.507049806573736,21.88105019470471
49,23.769729,130197,20.385414,7.804292,1.44,sphd,165004,20.388798,9.361501,0.35,irr,169.7596221859001,169.23134262257628,157.41403,175.78177,116.74446105957031,157.03294372558594,158.76006,168.88736,2,20.501909288432003,20.18002306997408
50,15.524175,163227,22.583149,6.893671,0.34,disk,179778,20.988005,7.971733,0.42,irr,22.425410417134668,97.45362538506744,19.601805,102.727005,8.798651695251465,87.47587585449219,18.628956,100.63164,2,23.308959685015378,20.815279251096104
51,12.083046,172738,21.937317,6.7145470000000005,1.11,irr,49408,21.26483,5.996131,1.166,sphd,40.651184064851435,75.52104660811233,42.434032,72.66681,28.803802490234375,59.350955963134766,40.42852,74.91568000000002,2,22.021375439324327,21.236430703729216
52,8.062258,133915,20.830662,2.7470830000000004,1.2674,sph,152098,22.477684,2.0682720000000003,0.6335,sph,112.65103857165118,24.71305296767761,113.54003999999999,26.423253999999996,104.04767608642578,8.353833198547363,116.21196,27.476728,2,20.626919038369298,23.365285501416075
53,14.142136,105710,22.116924,8.053995,0.94,irr,130511,22.564011,7.595483,1.29,irr,34.453266224200156,22.824201880028877,36.913094,20.183310000000002,23.080516815185547,15.450037002563477,34.365154,21.359526,2,22.26188617688974,22.697676190275878
55,21.377558,119333,22.027925,6.022553,0.48,disk,61020,21.883661,5.945892,0.53,disk,37.39641752810082,42.710592874554436,38.122375,44.306286,27.15530014038086,32.30231857299805,36.944942,41.77177,2,22.085363481755735,21.89691576016913
56,12.806248,137847,21.031271,4.253368,1.4848,sphd,111858,22.05772,10.32262,1.4,disk,93.64651068781536,36.38413044078137,88.66918000000004,36.69927,,100.63034057617188,89.81600999999998,36.210445,1,,20.663177643672878
57,14.317821,30029,22.010464,6.3164989999999985,0.89,irr,18438,20.933548,5.370469,1.25,sphd,38.00269533720144,102.466239986483,37.626396,98.98993,14.61153793334961,90.20936584472656,34.859413,98.134834,2,22.758260175288253,20.78187092544883
58,13.453624,155679,22.841707,3.367405,1.3079,sphd,118321,21.225269,5.499586,1.3,sphd,17.673281705401198,78.32355657256373,19.735533,78.83761,15.007081985473633,53.68193435668945,20.330267000000006,75.58025,2,22.729259362130875,21.34542960834112
59,7.071068,14276,21.143589,1.787367,1.29,sph,76999,22.61670100000001,5.657676,1.2367,disk,84.44314503927896,21.743006715888356,87.85992399999998,19.577773999999998,,89.3125228881836,83.847115,22.423372,1,,20.792719106419966
60,28.178006,3028,21.855591,8.817533000000003,0.71,sphd,127811,22.8729,8.24721,1.16,irr,43.82920568266121,17.17275602888971,42.174071999999995,17.549393,21.91048812866211,8.095895767211914,40.884308,19.829288,2,22.31836986746029,23.39933772977357
61,8.062258,73745,22.559082,2.478897,0.8140000000000001,sph,113439,22.332907,11.341094,0.97,disk,22.928054216351967,28.23821236450491,23.820509,28.615309000000003,36.6898193359375,3.020341634750366,24.054356,26.144028,2,21.758636066862422,24.46985982663409
62,8.062258,78748,22.626247,7.113857,0.8608,disk,150027,22.309742,3.848036,1.26,sphd,21.552675987823854,28.84716907682736,20.280115,26.300572999999996,,37.11178207397461,22.078348,26.772314,1,,21.746220476812553
64,16.643317,178781,22.542898,11.446539,0.85,disk,154504,21.751511,7.511265,0.519,disk,23.272380020507537,48.238700516460035,24.189447,45.93503,14.028943061828613,38.06098556518555,22.563814,44.667957,2,22.802437618527897,21.718799925305113
65,13.892444,136899,19.775274,7.778869999999999,1.1394,sph,137578,20.710266,5.981643,0.4734,irr,297.7764855954725,125.8617019073944,275.9036,130.35753,214.77682495117188,107.71300506591797,293.92615,118.45173,2,19.84003145522933,20.589329644090583
66,6.403124,9733,20.538553,23.266718,0.29,irr,42012,21.386858,1.780023,0.679,sph,147.42760148101596,67.49269966632204,136.66748,72.25586,133.5526580810547,,140.50081,66.551704,0,20.355868659626054,
67,7.615773,152098,22.477684,2.0682720000000003,0.6335,sph,89999,20.719,5.709733,0.735,sphd,24.71305296767761,124.85329261594948,23.701488,125.64981,,126.75402069091797,25.614084,119.655556,1,,20.412595639430663
68,22.803509,118138,22.24728,7.760519,1.01,irr,60019,20.660538,8.085883,1.113,sphd,30.55540186925843,131.76036826523242,30.178957,133.79428000000001,19.506933212280273,101.47489929199219,29.14994,129.12115,2,22.444527507404917,20.65410342755697
69,18.027756,106785,20.011471,5.159707,0.62,sphd,7679,21.46048,5.0991870000000015,0.69,sphd,239.5585082311901,63.067846219981604,237.52702000000002,65.980804,182.44680786132812,55.25269317626953,235.14778,66.01231,2,20.017159326916303,21.314116370890545
70,8.544004,123552,20.753185,4.663806,0.39,sph,65723,22.13341,3.154158,1.311,irr,120.98345980071079,33.93407379904054,123.92291000000002,29.960123,110.62860870361328,13.398628234863281,126.22992,31.256662,2,20.560331373458368,22.852349157171012
71,10.816654,117921,21.633759,8.106371000000001,0.61,irr,122605,20.904736,3.444414,0.6,sphd,53.76459763915845,105.22176925941021,52.79493000000001,110.28372,30.760143280029297,97.86896514892578,47.077667,114.00701,2,21.950029114830844,20.693387509546362
72,10.29563,186449,19.305529,5.1738050000000015,0.25,sphd,186612,19.917387,6.621514,0.4,sphd,458.97433365975456,261.2433234062698,466.80154000000016,253.74347000000003,437.4346618652344,193.0181121826172,469.86078,234.72281,2,19.067717017235566,19.95600484079801
74,16.124515,165004,20.388798,9.361501,0.35,irr,155742,21.624294,6.632298,0.67,disk,169.23134262257628,54.23534411076416,166.39507,65.75731,129.86380004882812,64.00541687011719,153.83015,64.14863000000001,2,20.386279732595266,21.15445817374146
75,4.472136,36513,21.493504,2.596885,0.93,sph,115854,21.912317,2.237239,1.07,sph,61.17844019199506,41.59807178147749,60.917667,35.8034,,75.90447998046875,67.19974,29.952337,1,,20.96933147681668
77,14.142136,67769,22.299492,4.559998,1.2449,irr,12963,21.115416,13.786256,0.87,irr,29.120793184440185,86.66297628058908,32.222557,89.86994,40.23054122924805,60.09769821166992,29.802126,90.3458,2,21.658610311854552,21.222855403733327
78,13.601470999999998,83236,21.760174,8.736517,1.2,sphd,176362,20.661781,5.6802150000000005,0.8190000000000001,sphd,47.85533932472088,131.60960934010242,44.768209999999996,134.44876000000002,32.32772445678711,106.74398040771484,42.788914,131.96112,2,21.896062160574534,20.599141516739188
79,14.0,44693,20.665892000000003,9.883913,0.84,irr,11238,21.878468,4.085104,0.68,sphd,131.11222876948872,42.91536395254713,130.6547,42.490532,101.59786987304688,40.94493865966797,129.14723,41.848526,2,20.65278849371488,21.63949943793532
83,11.045361,107463,21.766615,3.713468,1.08,sphd,156495,22.599607,10.74119,0.74,disk,47.57228368262144,22.088041011551308,46.690674,21.092735,,52.76785659790039,49.239773,20.670218,1,,21.36407636568519
84,30.88689,134297,22.3885,9.89983,1.37,disk,5124,21.910402,7.759983999999997,1.19,sphd,26.828722906666666,41.67150637826911,29.62306400000001,39.58054,18.245731353759766,24.626134872436523,26.545706,43.123516,2,22.51709680971019,22.191509365783496
85,11.045361,3028,21.855591,8.817533000000003,0.71,sphd,122853,21.825972,3.924408,0.87,sphd,43.82920568266121,45.04132937055913,34.807453,51.206295000000004,20.645442962646484,40.198524475097656,39.093822,46.841022,2,22.382939486481646,21.659474719532835
86,32.015621,37800,21.732845,8.709781,1.05,irr,105710,22.116924,8.053995,0.94,irr,49.075191164554504,34.453266224200156,44.96972,35.82251,24.82050895690918,19.229764938354492,45.881287,34.001247,2,22.18297329330284,22.46006506119261
88,6.324555,5814,21.316454,1.937947,0.68,sphd,97610,22.834682,5.010222,1.31,irr,72.01424302852044,17.788003244850547,69.12552,21.435660000000002,,74.5591812133789,71.65123,21.6173,1,,20.988747174799887
90,9.219544,105932,22.074982,2.857721,1.41,sph,89999,20.719,5.709733,0.735,sphd,35.81023738939765,124.85329261594948,36.20297,125.08086999999999,17.648700714111328,114.26847839355469,34.961655,124.94586,2,22.553218153942815,20.525183889185712
91,15.132746,139335,21.35428,11.642973,0.49,disk,102348,20.521967,4.063667,1.26,sphd,69.54853720030421,149.69703551700354,63.723938000000004,158.2305,59.6025505065918,123.91443634033203,69.50356,149.66896,2,21.231837888936372,20.437195235720104
92,16.401219,132306,19.575918,10.390139,0.519,sphd,35946,21.147615,4.4124870000000005,0.84,sphd,357.7937912170314,84.13060267048779,348.55563,91.03798,275.8233642578125,87.43033599853516,337.53635,100.9569,2,19.568422371701473,20.81584463149015
93,15.132746,145381,22.498804,9.847697,0.5703,irr,3028,21.855591,8.817533000000003,0.71,sphd,24.236974169347825,43.82920568266121,27.940569,35.517887,8.067290306091309,30.89612579345703,27.910103000000003,37.948784,2,23.40318078609648,21.945239938331934
94,14.56022,131701,22.170256,7.372717999999999,0.99,disk,6905,21.218443,3.991091,0.64,sphd,32.801794237784385,78.8175262373179,32.901672,81.31923,23.315582275390625,61.740970611572266,31.95403,83.31294,2,22.250884335379887,21.193566368462292
95,22.022716,89303,19.337675,11.501908,0.6709999999999999,sphd,134085,19.932203,6.010846,0.7477,sph,445.58442288571996,257.7025998606349,454.45422,254.41412000000003,319.1387634277344,223.5506591796875,459.57147,239.95583,2,19.41005110515139,19.79656011299492
96,7.211103,148554,21.60738,9.370535,0.6817,irr,146616,22.43457,1.994235,1.45,sph,55.0868577286105,25.71413975842659,52.5,26.91739500000001,59.80384826660156,,54.25013000000001,25.406168,0,21.228177172672083,
97,9.433981,134297,22.3885,9.89983,1.37,disk,5299,22.201572,2.423403,0.42,sph,26.828722906666666,31.869202811474427,25.416473,32.95329,4.08311128616333,42.00910186767578,26.836397,35.07071,2,24.14252195779231,21.611641508371278
98,15.556349,174807,22.80913,4.567956,1.3419999999999999,irr,16406,22.594435,5.736945,1.09,disk,18.211595685564106,22.193510346340016,18.326525,23.2113,13.267617225646973,16.85235023498535,18.98344,22.161993,2,22.863017666213334,22.603348809250328
99,15.811388,173913,20.983042,11.170639,0.37,disk,113072,22.099779,5.733981,0.63,disk,97.90011455936927,35.001640509992015,100.07762,32.35713,112.48682403564453,,91.70332,36.4251,0,20.542245862408958,
100,21.400935,101978,19.609724,5.8196900000000005,0.64,sph,145683,19.834476,7.3458,0.3171,sphd,346.8250040343914,281.97434726949484,337.57412999999997,269.4309,263.7403259277344,253.00466918945312,345.4395,270.12277,2,19.617058653626678,19.662178659664185
101,25.806976,5124,21.910402,7.759983999999997,1.19,sphd,172738,21.937317,6.7145470000000005,1.11,irr,41.67150637826911,40.651184064851435,42.495575,40.893917,20.970726013183594,31.43741798400879,44.379528,39.363148,2,22.36596633465431,21.92638282653589
102,6.403124,145009,21.94521,3.997013,1.07,sphd,148990,22.958626,5.36523,1.43,disk,40.35673285767097,15.869001456445115,40.909729999999996,16.231739,41.7380256652832,,35.55448,18.669632,0,21.618670245564555,
105,20.248457,49552,20.894352,16.161064,0.9740000000000001,sphd,182471,21.802906,5.171255,1.17,irr,106.2329398146546,46.008449749654595,76.89641999999998,47.518097,43.91539764404297,38.95159149169922,76.79997,46.18517,2,21.563457951138123,21.693686982851286
106,7.211103,123476,21.520399,3.485527,0.81,sphd,78748,22.626247,7.113857,0.8608,disk,59.68159208556261,21.552675987823854,59.05941,21.568120999999998,,63.75960159301758,49.3457,29.010440000000006,1,,21.15863601331839
107,12.083046,170971,22.90929,8.47771,0.9768,irr,59326,22.11064,3.2808589999999995,0.877,sphd,16.606725229403132,34.653252255781176,17.252432000000002,35.025093,4.5132856369018555,30.094511032104492,17.673977,32.6984,2,24.033767949932873,21.973781771468015
108,15.033296,11267,20.043297,7.5683570000000016,0.36,sphd,165225,21.738655,9.893345,0.75,disk,232.6382916479576,48.81328101376909,236.98427999999998,40.710796,217.42611694335938,21.47871208190918,233.82231,37.776638,2,19.826720725565227,22.339979408977907
109,20.124612,136899,19.775274,7.778869999999999,1.1394,sph,18185,20.873779000000006,5.288109,0.69,sphd,297.7764855954725,108.26507971522976,284.07547,107.41301000000001,208.51376342773438,93.7515869140625,288.07922,106.9136,2,19.872163182859403,20.74005343080894
110,16.124515,102348,20.521967,4.063667,1.26,sphd,44693,20.665892000000003,9.883913,0.84,irr,149.69703551700354,131.11222876948872,165.60043000000005,125.24434,129.3148956298828,111.2290267944336,154.939,127.60826000000002,2,20.390878615926145,20.55445465662352
111,5.385165,117921,21.633759,8.106371000000001,0.61,irr,163591,22.462381,1.394262,0.84,sph,53.76459763915845,25.063839453042306,55.65911,24.658072,60.605567932128906,,56.860264,24.106588,0,21.213718686650402,
112,15.264338,137977,21.106289,4.026228,0.6555,sphd,34746,22.092623,21.092403,0.86,irr,87.39455996146576,35.23309541989522,81.80359,19.438154,76.23145294189453,3.872722864151001,84.463165,22.110054,2,20.964664506667212,24.19995895110331
113,16.155494,168101,22.224125,7.780963000000002,1.16,irr,96620,22.197632,13.716163,0.56,irr,31.214041252302657,31.98506222882997,29.120248999999998,25.06571,29.97140121459961,9.407798767089844,28.863033,25.799997,2,21.97823238141273,23.236279951829797
114,16.401219,73739,21.22036,6.617545,1.124,sphd,174807,22.80913,4.567956,1.3419999999999999,irr,78.6784870408277,18.211595685564106,73.97452,20.33172,58.02642822265625,16.977373123168945,73.28601,22.139471,2,21.260935403285885,22.595323766144137
115,18.788294,109156,21.26424,5.094022,0.42,sphd,342,22.765106,5.04753,0.34,sphd,75.56209665873376,18.96520755594648,75.70158,17.807322,57.1724853515625,9.661165237426758,77.94892,17.556221,2,21.277032320277332,23.207426224938107
116,3.605551,107045,20.191656,8.638602,1.4,sphd,177557,21.585121,1.090117,0.5797,sph,202.9259557013657,56.227865848673936,173.25421,64.41028,194.9525604248047,,198.25645,57.863503,0,19.945177641494404,
118,7.211103,68570,21.528053,5.049924,0.3836,sphd,134562,22.705652,1.980268,1.0148,sph,59.26234057387478,20.032686748160593,58.528743999999996,20.568379999999998,44.681888580322266,14.675257682800293,57.486126,21.439463,2,21.544671196843257,22.753535660595126
120,18.681542,113072,22.099779,5.733981,0.63,disk,31343,21.140162,9.626027,0.5611,disk,35.001640509992015,84.71010108747114,34.37473,83.285416,28.493778228759766,66.29776763916016,34.61766,81.171425,2,22.03312490049652,21.116252736993975
123,9.055385,16406,22.594435,5.736945,1.09,disk,84412,20.989422,4.024987,1.06,sph,22.193510346340016,97.3265211090946,22.899647,92.24024,,91.05574035644531,23.239405,90.51622,1,,20.771731675289228
124,7.211103,136296,22.257179,7.071609,0.8003,disk,18438,20.933548,5.370469,1.25,sphd,30.27808473190363,102.466239986483,29.461676,96.88524,101.08312225341797,0.2316698282957077,35.43688,93.062614,2,20.658303380164625,27.25782630803599
125,21.954498,62592,20.304964,9.402297,0.7340000000000001,sph,144323,19.612341,10.635217,0.6802,sphd,182.8160831878469,345.9900424245492,141.44615,373.041,108.9343490600586,275.2031555175781,145.97566,342.10532,2,20.577087893468853,19.570866476817926
128,23.323808,161203,20.66254,9.040759,0.57,disk,125394,19.55694,5.990833,0.62,sph,131.51763784113172,364.1027842968882,121.924034,371.83258,131.4047088623047,258.0580749511719,125.365875,362.28397,2,20.373472679096743,19.640706366946542
129,12.529964,165328,22.227751,8.466353,1.2824,irr,153070,21.813732,3.43347,0.8042,sph,31.109970550890587,45.55197379884389,36.1028,36.723553,7.938790798187256,45.45594787597656,35.404163,35.885456,2,23.42061410591809,21.52602320405839
130,5.830952,39824,21.565615,1.686506,0.948,sph,123182,22.811184,5.406732,0.66,disk,57.247167060502996,18.17717548599473,55.290848,20.217773,,60.64078140258789,52.617928000000006,21.53581,1,,21.21308802781313
131,22.090722,29456,22.755486,11.359019,1.13,disk,145556,22.744013,8.424019,1.02,disk,19.133992526649784,19.337253918068885,18.560484,20.585943,11.900042533874512,10.322644233703613,19.335777,18.778332,2,22.981128715805653,23.135522600519455
132,18.601075,144068,22.001217,5.370866,0.8455,irr,58822,21.204912,11.778202,1.088,irr,38.32773896032101,79.80593681527927,32.863758000000004,85.973694,31.556461334228516,64.99909973144531,39.85906,76.10511,2,21.922279258680504,21.137731646253368
133,14.21267,49552,20.894352,16.161064,0.9740000000000001,sphd,4876,20.222353,3.633568,0.48,sphd,106.2329398146546,197.26898044598374,69.97681999999999,204.77602,41.427345275878906,178.26992797851562,78.34823,199.1998,2,21.626782240069303,20.042304777429976
134,18.35756,134435,21.479656,8.595989999999999,0.569,disk,176362,20.661781,5.6802150000000005,0.8190000000000001,sphd,61.963736722340094,131.60960934010242,64.72785999999999,127.89776599999999,59.44515609741211,95.4124526977539,62.648273,129.48743000000002,2,21.23470882048,20.720987349796786
136,25.238859,173913,20.983042,11.170639,0.37,disk,145381,22.498804,9.847697,0.5703,irr,97.90011455936927,24.236974169347825,103.99534,23.152393,85.45576477050781,9.551156997680664,94.00171,25.131136,2,20.840646587080947,23.21986004034096
137,17.720045000000006,178367,21.911352,5.376684,1.25,irr,163227,22.583149,6.893671,0.34,disk,41.635060493379186,22.425410417134668,44.00183,20.953062,32.20654296875,13.909540176391602,42.275303,23.505827,2,21.90013972397769,22.811718066852485
138,15.132746,1098,22.642555,4.69741,0.63,sphd,150479,21.970999,7.032102,0.1166,irr,21.231369078013948,39.40945237065896,19.201760999999998,37.452723999999996,12.38259506225586,28.43879508972168,21.82663,35.246265,2,22.937970823040796,22.035222019940978
140,35.805028,143516,20.834152,22.746141,0.1906,disk,50349,21.688562,10.109707,0.62,irr,112.2895134391519,51.11815847146738,110.911194,53.21716,90.69751739501953,37.94287109375,96.006,57.48805,2,20.776011501103895,21.722174524090473
141,12.806248,187837,21.841413,7.743726,1.02,disk,106881,22.620924,8.375217999999998,1.15,disk,44.40529913303256,21.658600965500842,45.493286,19.18141,35.35486602783203,13.39765739440918,47.1808,18.961851,2,21.79887701028302,22.85242783050993
142,10.0,149373,22.712046,8.635863,1.2579,irr,155414,22.756733,4.0483730000000016,1.2676,sphd,19.915059120126084,19.112029188029197,20.453012,18.657999,2.2374541759490967,23.690185546875,20.272573,19.562517,2,24.795614626160003,22.233578844429015
143,4.472136,74291,22.174187,1.744662,1.16,sph,46897,20.885588,2.346951,1.018,sph,32.68324729427685,107.09391617633965,26.552008,114.69643400000001,117.11022186279297,0.9191404581069946,29.025085,110.10848,2,20.49851299065257,25.761545292482197
145,5.0990199999999986,39824,21.565615,1.686506,0.948,sph,153069,22.763088,2.044747,0.92,sph,57.247167060502996,19.000489954739532,56.48288,21.024252,,62.31919479370117,55.2056,21.807455,1,,21.183445416696863
146,12.369317,127811,22.8729,8.24721,1.16,irr,126673,21.736542,3.949369,0.62,sphd,17.17275602888971,48.90837123233194,17.0978,48.58347,5.125476837158203,44.53970718383789,16.633364,49.208607,2,23.895664311966716,21.54813160615692
147,16.278821,127476,19.902361,9.672429,0.62,sphd,155274,18.76162,6.426357,0.37,sphd,264.88392311819416,757.4465642738701,214.28116,829.44257,158.0668487548828,725.85693359375,223.07268,766.1903,2,20.172898011957834,18.51787242577587
148,9.219544,137918,21.465973,5.601189,0.9596,sphd,180818,22.629303,5.181621,0.81,irr,62.749576631771966,21.492097396063446,58.382034,21.66033,68.28683471679688,,62.419792,20.700811,0,21.084157543906436,
149,9.0,105932,22.074982,2.857721,1.41,sph,72644,21.414198000000006,7.660083999999999,1.296,irr,35.81023738939765,65.81438084722282,35.048058000000005,73.24179000000002,24.621858596801758,54.01811599731445,34.353565,69.76032,2,22.19169791792391,21.338651417191052
150,18.027756,138731,19.552343,15.224025,0.0787,disk,173761,21.327791,5.490257,0.9701,sphd,365.6476612993364,71.26619962140627,365.5997,86.39406,327.1441650390625,53.94265365600586,363.1654,79.18025,2,19.38315205349074,21.340169231664973
151,6.7082039999999985,113196,22.390673,4.5026410000000014,1.41,irr,171562,22.816778,1.937742,1.0290000000000001,sph,26.77508141097458,18.083762722043954,22.808931,20.1869,,34.795711517333984,24.59045,18.636297,1,,21.816185696105162
